186572,2017有什么好看的小说,"['1.《将夜》2.《择天记》3.《冒牌大英雄》4.《无限恐怖》5.《恐怖搞校》6.《大国医》7.《龙魔导》。', '《大唐悬疑录：长恨歌密码》、《风雪追击》、《草原动物园》、《有匪2：离恨楼》。', '我们住在一起、月都花落，沧海花开、天定风华、寻找爱情的邹小姐、应许之日、星光的彼端、他来了，请闭眼。']"
181637,球球大作战彩豆有什么用,"['1.可用来语音通话，一次消耗一个彩豆。（不过随着版本更新，很可能会通话免费）。2.可用来购买头像。3.使用彩豆帮好友点赞。', '彩豆的作用目前没有明确的作用，使用语音消耗，还可用来买头像。', '以买皮肤、买彩色字体用，一身皮肤是200彩豆、一种颜色的字体是300彩豆，有效期是一年，买的时间越久约有优惠，你可以花2000彩豆买10年的皮肤、3000彩豆买10年的颜色字体。']"
181638,乐视手机怎么解绑账号,['第1步：登陆乐视商城，在个人信息-手机设置中选择“更换我的手机”进行手机解绑验证，点击“立即验证”；第2步：点击“获取短信校验码“会提示输入“验证码”，输入验证码后确定即可；第3步：输入“校验码”后，点击“下一步”，之后输入新绑定的手机号，输入再次获取短信校验码，输入，点击下一步即可。']
181639,青云志3几月几日播出,['具体的播出更新时间未定。']
181640,猫流口水是怎么回事,"['猫的传染性水疱性口炎，猫感冒，猫咪嘴边流口水，可能是口腔感染或齿龈疾病，特别是处于换牙时期的猫咪，已变色的旧牙(非白色)不能自动脱落时也产生口臭，需要请医生拔除旧牙。', '1.口腔炎、咽炎、食道异物、胃炎,扁桃体炎、颌下腺囊肿、唾液腺炎等均可导致多涎;唇、舌、咽麻痹,跌伤颌骨等也可引起多涎;癫痫、痉挛、受惊等也可引起多涎。2.药物过敏、敌鼠药、家药、变质食物中毒也常见多涎。 3猫泛白细胞减少等传病、个别肠道寄生虫病也引起多涎的出现。']"
181641,公司倒闭员工补偿标准,['职工一次性安置费的计发，由破产企业安置工作机构根据在册职工本企业工作年限、再就业难度等因素确定标准，一般人均不超过本市企业职工上年平均工资的三倍。']
181642,京东快车怎么充值,['1.登录到京东商城账户页面，点击左侧菜单中的“账户中心”下面的“账户余额”，打开账户余额页面。2.在打开账户余额页面，选择“充值”，打开充值页面3.在充值页面，在“充值金额”中输入充值金额，然后点击“下一步”4.确认您的充值金额，然后选择充值储蓄卡，点击“确定支付方式”按钮。5.确认支付金额和支付方式，然后点击“立即支付”完成充值金额的支付即可。']
181643,太平车险怎么样,['非常好，是中国央企，副部级单位，100％财政出资，1929年成立，87年历史了。']
181644,苹果手机上的视频怎么传到电脑上,"['1、首先将iphone手机充电数据线连接至电脑USB接口上。2、数据线接入USB后，在电脑上会自动连接到iphone手机上面，这时电脑屏幕上会出现一个“已连接照相”弹窗，在弹窗上点击取消按钮。3、取消之后，打开iphone手机，在屏幕弹出页面上按下信任此电脑后，才能使手机上面数据在电脑上进行访问。4、接着打开我的电脑进入里面，从我的电脑里面可以看到一个连接成功后的iphone手机相机标志，在相机上用鼠标单击一下右键，点击获取图片选项。5、然后再按下一步，进入到此步骤时，从这里窗口上可以预览看到手机上所有的照片及视频，对于手机上面照片和视频太多的朋友，一时可能区别不出来哪个是视频的话，自己先从手机上查看一下手机上面的视频预览图，然后在这里勾选和手机上面一模一样视频预览图片进行导入就可以了。6、在导入过程中，如果视频过大的话，时间会有一些慢，那样需要稍微等等一段时间，直到导入完成关闭掉窗口就行了。', '用手机QQ就可以啊，电脑上QQ，手机上QQ，上的是同一个QQ,然后代开手机QQ，点击左上方头像，下面有个我的文件，点击我的文件之后，点击第一个传文件/照片到电脑，点击进去之后，你就会看见一个 视频 ，你就可以发送到电脑了。', '以下载的爱奇艺视频为例，第一步：电脑登陆百度搜索“itools”软件下载，安装完毕后打开。第二步：用数据线把iPhone手机与电脑连接。第三步：在界面左侧点击iPhone设备，选择“爱奇艺”软件，可看到视频文件。第四步：把视频文件复制到电脑即可。']"
181645,孕妇能吃银耳吗,['产妇能吃银耳，不少的医院还将银耳汤作为月子里的食谱。产妇产后比较虚弱，因此排便力量减弱，再加上蔬菜、水果吃得少，产后经常有便秘现象。银耳中的膳食纤维可助胃肠蠕动，从而帮助预防产妇便秘；银耳富含维生素D，能防止钙的流失，有助于宝宝的生长发育']
181646,一个手机号码可以注册几个qq,"['一个手机号只能申请一个免费QQ号码。', '一个手机号码可以注册多个QQ。']"
181647,微信群发频繁多久解除,['10分钟之后就可以了。']
181648,打印机怎么使用,"['安装，接上电脑，打印机连到电脑上会出现提示，有新硬件提示，一般打印机会自带驱动安装好，然后就可以使用了。安装完之后可以在控制面板，添加打印机，会有显示打印测试，打印一份试试好不好使。把要打印的文件准备好，打击文件，打印预览，看看版块合不合适，如果感觉可以点击打印就可以了。图片打印预览完的时候，点击打印，然后选择自己要打印的图片，打上勾就可以，然后选择面板格式，就是一张纸上面打印几个图片，最后点击打印就可以了。打印机工作，有些打印机有自己的开关，所以打印的时候别忘了按开关。还需要放上准备好的A4之类的纸张，这样才能打印出来。打印机的墨盒，如果里面没有墨了，会打印不了。可以把打印机的盖打开，然后拿出墨盒摇几下，一般可以使用一小会的。如果上个办法不行，就需要去电脑城更换墨盒，或者去注墨盒，有专业人士帮忙。', '点击电脑左下角的开始菜单，点击设备和打印机，双击打开我的默认的且已经准备就绪了的打印机，点击右边的扫描文档或图片，将图片或文件放入复印机，点击开始扫描就可以了，扫描完成后会弹出一个对话框，要求输入一个文件名称，随便输入一个即可，导入成功，会自动打开文件存储目录。']"
181649,运营管理是做什么的,"['运营管理就是对运营过程的计划、组织、实施和控制，是与产品生产和服务创造密切相关的各项管理工作的总称。', '是零售管理术语，是指零售商透过一些硬指标及软指标对其门店的各项作业，起到培训、督导、考核、奖惩的一系列经营管理活动。']"
181650,乌镇两天一夜穷游攻略,"['从上海到乌镇的途径很多，可以做高铁到桐乡再转车，也可以直接坐长途大巴。询过万能的度妈，我们果断选择了后者。在网上买的车票，很方便也不贵（50大洋）。1.5h车程后我们到达乌镇汽车站，然后乘K350公交车，几分钟就到了西栅景区（乌镇主要景区是西栅和东栅，东栅下午5点就闭馆了，并且不接受入住，西栅一直开放，且旅客可住景区内）。', '行程：高铁 南京-嘉兴南（高铁不到2小时，因为早上还要上班，就选择13:30分到嘉兴南的高铁，票价172.5元，1小时42分到达）  滴滴快车  嘉兴南-乌镇西栅景区（提前约的车，加上高速费用167.5元，50分钟）第二天返回  高铁  桐乡火车站-南京南站（18:09分的车，2小时30分到达）打车  那一年餐厅-桐乡火车站 （100块，50分钟） 住宿：乌镇民宿（家庭房 1108一晚，可住3人，一张小床，一张双人床，两个房间哦）人员：3人。']"
181651,研发费用加计扣除比例,"['第一种：加计扣除前，根据公示：A=利润*税率，2第二种：加计扣除后因研发费加计扣除占比例的50%，推出公示：B=（利润-研发费用*50%）*税率。', '研发费加计扣除比例提高到75%。']"
181652,win7怎么显示文件后缀名,"['1、打开桌面上的计算机，点组织——文件夹和搜索选项；2、点查看，将隐藏已知文件类型的扩展名前的勾去掉，点应用。', '1、打开任意文件夹，资源管理器界面，点击“组织”—“文件夹和搜索选项""；2、在文件夹选项下点击“查看”，找到并取消“隐藏已知文件类型的扩展名”，确定；3、这个时候文件的后缀名就显示出来了。', '控制面板——外观和个性化——文件夹选项——显示隐藏的文件和文件夹——查看——显示隐藏的文件、文件夹和驱动器']"
181653,lol帐号暂时无法登录,['QQ异地登陆保护或者说账号被冻结。']
181654,怀孕初期有褐色分泌物,"['1、专家说，当怀孕初期有褐色分泌物时，只需过一段时间就会好，需注意不要操劳，多休息。褐色分泌物颜色很淡是没什么问题，如果颜色比较深最好去医院栓查一下。2、另外，要做血HCG检查以明确怀孕。若确为怀孕且孕早期有阴道出血情况，需去医院做阴道B超检查以明确是否宫内孕，若为宫内孕还需做血HCG、孕酮检查以明确激素水平及胎儿发育情况，若为宫外孕则最好采取电子腹腔镜手术以最大限度的保留器官及功能完整性。需去医院检查以明确诊断，对症治疗。3、一般来讲，阴道分泌物中有褐色的物质，有可能是宫颈糜烂，子宫内膜不规则的少量脱落等，至于是否先兆性流产还不能确立。建议你到妇幼保健院定期产前检查，以便保证胎儿的正常。', '1、占比最大的，也是自己首先要想到的就是着床血的延迟排出。时间会发生在孕30-40天左右。2、子宫壁是有褶皱的，随着孕期的推进，子宫变大，褶皱慢慢舒展，以前残存的经血也会随着分泌物排出，颜色会比褐色更深一点。这是宝宝在打扫卫生了，宝宝需要一个干净的环境。3、宫颈炎、盆腔炎、阴道炎这些生殖系统的炎症的存在，导致部分皮肤破溃出血，血量不多。表现为局部瘙痒，分泌物异味以及褐色分泌物不多但是时有时无，持续时间长。4、孕囊和子宫内膜接触部位，因为不稳固而出现少量子宫内膜脱落的出血，B超的时候会看见积液。如果脱落过多，胚胎可能缺乏营养而造成胎停，可以结合HCG检查进行排除。这属于先兆流产迹象，孕酮一般也会比较低。', '怀孕初期出现咖啡色血丝很有可能是“着床性出血”，一般而言，从最后一次月经算起的第4-6周可能会出现这样的情形，属正常现象，不必过于担心，一般一两天后就会恢复正常。但如果血丝量持续增加且合并下腹闷痛，就有可能是先兆流产。孕中后期分泌物出现血丝，甚至有咖啡色的出血，则代表产前出血，可能是子宫颈扩张、胎盘早剥或前置胎盘等引起的，应尽快就医。']"
181655,天道留学是黑中介吗,"['天道费用算的中介里比较高，说实话也是最坑的，完全不你不管不顾，让你自身自灭。', '天道在大中介里还是不错的，擅长的几个国家是英国、美国、加拿大。']"
181656,72mbps是多少网速,['相当于500兆带宽。']
181657,全屏看视频任务栏不隐藏,"['打开任务管理器，找找里面一个WINDOWS的文件，点一下重新启动就可以。', '右键任务栏，不要锁定，或者选属性然后选不要总在最前面。', '点击下面的任务栏，右键，属性，然后在里面第一个“任务栏选项”里有选择自动隐藏任务栏，打勾就可以。']"
181658,2017年sat考试时间,"['2017.6.3。2017.8.26。2017.10.7。2017.11.4。2017.12.2。', 'SAT考试改革后，国际学生的考试时间调整为：10月、11月、12月、5月和6月。', '2017年美国留学SAT考试时间：1月21日、3月11日、5月6日、6月3日、8月26日、10月7日、11月4日、12月2日。2018年美国留学SAT考试时间：3月10日、5月5日、6月2日、8月25日、10月6日、11月3日、12月1日。']"
181659,如何查监管号,['1、打开FCA官方网站，点击网页中间Firms（机构），下面的子栏目Financial Services Register（金融服务注册）。2、点击上方红色按钮，将进入搜索页面，点击search the register将跳转到FCA监管页面。3、点击Financial Services Firm Search，将能够进入监管信息查询页面，可以通过查询监管ID和监管名称进行查询。4、点击红色链接Basic details可以查看监管的详细信息，可以看到监管地址，联系电话，网址，是否允许持有客户资金等情况。']
181660,ps怎么去除水印,"['Photoshop任意版本软件一款；修补工具去水印：首先我们选择好那张带有水印的图片拖入Photoshop中打开，并且对图片图层进行拷贝复制,或者按Ctrl+j对图层进行拷贝复制；选择修补工具，框选图片上的水印，将选区拖动到与水印位置最相似的区域，如果相似的地方比较少，就需要一点一点的把它进行修补，如果相似的地方范围较大，可随便拖拽任意位置，都可以产生出理想效果。', '图章工具去水印：1，首先同样是从Photoshop打开需要去水印的图片，并且对其图层做拷贝备份。2，选择图章工具，按住Alt键点击与水印位置较为相似的位置，松开按钮，在水印位置进行涂抹填充。3，涂抹完后，也一样产生出修补的效果。', '内容感知移动工具去水印：1，还有一种方法可能很多人没有用过，就是利用新版Photoshop CS6/CC当中的内容感知移动工具，首先打开图片，备份图层。2，选择内容感知移动工具，框选图片上的水印，把框选区域拖拽到图片的边缘外。3，效果一下子产生了。']"
181661,吃红薯会发胖吗,"['如果经常食用会的，因为红薯中含有淀粉，淀粉在人体内会转变为麦芽糖，麦芽糖是人体能量的提供者，如果摄入过多能量无法消耗，就会转变为脂肪储存，从而发胖', '根据科学研究，吃红薯是不会使人发胖的，相反红薯还是一种理想的减肥食品。它的含热量非常低，比一般米饭低得多，所以吃了之后不必担心会发胖，反而可起到减肥作用。']"
181662,王者荣耀怎么设置,"['进入游戏主界面（在游戏进行中时也可以更改操作设置），点击设置图标，进入设置界面。点击操作设置，接下来我们就可以开始设置我们所需要的操作模式了。', '施法方式也就是操作方式，总共有2种选择。自动施法，非常推荐给新手玩家，轻松简单，在释放技能时系统能帮助你自动选择方向释放技能，当然了最优先选择的目标还是玩家锁定的单位;辅助轮盘施法，熟练的玩家必选的操作方式，可以在第一时间内释放所有技能将伤害打在目标身上。选择了辅助轮盘施法，我们还能选择灵敏度和轮盘位置，达到一种随心所欲的效果，极度方便。攻击方式有2种选择，大家也很好了解。一种是优先最近单位的攻击方式，玩家如果没有选定目标就发出了进攻的命令，那么英雄就会自动攻击离他最近的目标;另外一种是优先攻击血量最少的单位，就是在一定范围内，英雄会自动锁定目前血量低的单位进行攻击。在操作设置中，设置成优先血量最少。', '我们将在个人资料交友名片的入口设置荣耀战区的选择，可以在这里选择自己专属的战区，开启某区第一的无敌之旅。当然，进入荣耀战区后在地图上方也可以设置专户的荣耀战区。']"
181663,旭日阳刚现状,"['王旭把家人接到了北京，也在北京安了家。即使成名了也依旧朴实，或许这才是最难得的。而刘刚则被曝出时常出入北京某高档小区并乘坐豪车的消息。', '旭日阳刚现状是接商演，目前出场价为20万元，两人生活条件比以前好了，抽烟的档次一般是中华，两人开着60万左右的高档轿车。不过据网友曝料，旭日阳刚组合其实的生活除了音乐，两人并没有太多交集，对外称兄道弟只是为了维护旭日阳刚这个牌子。', '目前旭日阳刚对外的商演价格都在20万左右，春晚之后档期都非常满，每个月至少有十场演出，所以按这么算下来每个成员月收入过百万绝对不是问题。']"
181664,肩袖损伤能自愈吗,"['肩周炎是可以治愈的，但是需要锻炼，不然的话。时间长了肩周炎，就很难活动了。', '一般是不可以治愈的，需要外用膏药，结合活血化瘀的药品治疗']"
181665,笑傲江湖哪个版本好看,"['看的第一版笑傲江湖就是李亚鹏版的，挺喜欢。', '笑傲江湖吕颂贤的最好，虽然情节有些改动，布景服装也一般，但他演的才是真正的令狐冲，射雕黄日华翁美玲83版最好，神雕古天乐李若彤版最好。', '个人感觉是吕颂贤版，剧情和原著差别不大，虽然TVB演员颜值和风光没有大陆的好。']"
181666,微信支付密码怎么设置,"['点击我-钱包，进入微信钱包，点击右上角的3个点，选择支付管理-修改支付密码。', '自已设置个6位数的密码。', '打开微信，登陆到个人微信首页，点击右上角的三点成条状的菜单按钮；在弹出的下拉菜单栏中，选择我的钱包；进入我的钱包页面，点击右上角三点呈条状的菜单按钮，选择支付密码；进入支付密码的设置页面，点击修改支付密码；此时需要输入目前所用的6位数字支付密码；输入正确之后直接跳到新密码的设置页面，输入6位与旧密码不同的数字；再次输入相同的新密码，点击完成就可以了。']"
181667,白云观求什么最灵验,"['什么都能求，只要是符合正确的愿望。', '心诚则灵。', '求姻缘灵的很的。']"
181668,龙之谷舞娘转什么好,"['一转只有呐喊者。二转黑暗萨满，擅长范围攻击和扇形攻击的能手，黑暗萨满特征就是，利用黑暗力量对敌人使用炫丽的技能进行战斗。所有技能都要卡莉发动，由于近战状态下与敌人战斗，所以需要操作方面方面技术。黑暗萨满技能连击强，可以造成一定程度的范围伤害。同时黑暗萨满拥有聚集很多怪后使用强力的连续技能，可以一次消灭完。在攻击上黑暗萨满表现强劲，在躲避上也毫不含糊，可以在空中使用回避移动技能。二转噬魂者，善于正面直线攻击的召唤师，噬魂者可以召唤出黑暗召唤兽后替卡莉进行战斗。噬魂者会使用“烙印”DEBUFF 技能，用烙印瞄准敌人后会发出怪物数量一样多的技能。同样的技能会按照烙印数量造成不同的伤害。噬魂者还可以召唤出黑暗狼或者可以连接次元的物体进行暗属性攻击。强大的范围技能可以造成连续伤害，并且召唤出噬魂者的 BUFF 型召唤兽“魂”后可以增加队友整体攻击伤害。无论是在单打独斗方面还是队友辅助方面，噬魂者都发挥了她的强大作用。', '2转都差不多的输出比较上次更新都加强了，只是看喜欢什么了。']"
181669,养猴子犯法吗,['猴类至少是国家二级保护动物，不允许私人饲养，个人养猴子作为宠物是违法的.']
181670,如何去掉视频中的水印,"['1.首先准备RemovelogoNow软件 ,没有的或不知道的去百度下载，准备好后打开，选择（添加文件）2.打开后选择自己需要去水印的视频。3.打开需要去水印的视频后，点击界面上方的，用来选择水印或台标。4在需要去除水印或台标的地方，用选择框框出来就可以了，不要框的太大，也不要太小，合适的尺寸就行。5.框完后点击开始，就开始去水印了6.如果视频大的话需要稍等一段时间，界面下方有进度条可以随时查看进度的；7.结束了会提示你保存文件，是否打开文件，点击打开可以看一下效果。', '方法一：把网络下载的视频导入EDIUS，如果到不进去的话，那就转格式后再导入。在PS中制作镂空的上下黑边压屏图片，让黑边的位置刚好压住网站的水印位置。EDIUS导入图片，调节图片位置，让其完全压住网站水印。', '方法二：利用EDIUS区域命令，在水印处画圈，然后添加模糊命令。5调节模糊命令的参数，让网站水印的模糊融合到背景视频里面。6调节完成后，选择合适的输出格式，输出视频。']"
181671,促进伤口愈合的食物,"['1、含维生素C的食物。2、含维生素A食物。3、含葡萄糖的食物。4、含蛋白质丰富的食物。5、含锌的食物。', '一、吃一些含锌量丰富的食物能够促进伤口愈合，锌可与维生素C结合，参与体内胶原蛋白的合成，增加抵抗力，促进伤口愈合。含锌的食品有玉米、黄豆、萝卜、蘑菇、坚果、动物肝脏、木耳、海带、蛋、肉类、全谷类、坚果类。二、吃一些含有葡萄糖丰富的食物能够促进伤口愈合，糖是人体主要的供能者，供给充足的能量是伤口愈合不可缺少的。在伤口愈合期可多吃含糖丰富的水果，既增加糖分，又能摄取足量的维生素。 含有葡萄糖丰富的食物蜂蜜、龙眼肉、红枣、葡萄、西瓜、青木瓜、猕猴桃 、胡萝卜等。三、吃一些含有蛋白质丰富的食物能够促进伤口愈合，蛋白质能促进伤口愈合，减少感染机会。含蛋白质丰富的食物有各种瘦肉、牛奶、蛋类等。四、吃一些含有维生素A丰富的食物能够促进伤口愈合，维生素A在细胞分化、上皮成纤维细胞增殖以及胶原蛋白合成中都起重要作用。维生素A缺乏将妨碍手术伤口的愈合。同时，维生素A也是一种抗氧化营养素，能发挥美白皮肤的作用。维生素A含量丰富的食物包括动物肝脏、鸡蛋黄、牛奶等。五、吃一些含有维生素C丰富的食物能够促进伤口愈合，生素C作为还原剂，还可以减少黑色素的形成，甚至可以将已经生成的黑色素还原成无色物质，具有较好的美白作用。因此，在手术伤口愈合期间可以多吃一些维生素C含量丰富的水果蔬菜，如橙子、猕猴桃、柠檬、大枣等。', '一、鲈鱼。二、猪蹄。三、海带。四、木耳。五、乳鸽。六、西红柿。七、蜂蜜。八、黑豆。九、苦瓜。十、虹鳟鱼。十一、锌。十二、葡萄糖。十三、蛋白质。十四、维生素A。十五、维生素C。']"